filename,width,height,class,xmin,ymin,xmax,ymax
left_carlos_0090.jpg,1280,720,left,714,183,937,429
less_speed_joao_0239.jpg,1280,720,less_speed,752,378,1040,633
startroadwork_video1_0125.jpg,1280,720,start_road_work,554,362,641,444
right_joao_0069.jpg,1280,720,right,44,419,298,616
stop_mario_0020.jpg,1280,720,stop,260,195,471,516
stop_joao_0084.jpg,1280,720,stop,62,192,359,591
invert_mario_0021.jpg,1280,720,invert,319,322,510,618
left_mario_0183.jpg,1280,720,left,713,312,982,497
startroadwork_video2_0142.jpg,1280,720,start_road_work,442,131,631,268
more_speed_carlos_0073.jpg,1280,720,more_speed,451,434,723,685
less_speed_joao_0249.jpg,1280,720,less_speed,752,373,987,623
stop_joao_0044.jpg,1280,720,stop,184,324,472,713
startroadwork_video1_0232.jpg,1280,720,start_road_work,310,409,491,583
invert_joao_0015.jpg,1280,720,invert,264,327,444,620
less_speed_mario_0035.jpg,1280,720,less_speed,163,399,384,586
less_speed_joao_0182.jpg,1280,720,less_speed,243,309,409,554
left_mario_0046.jpg,1280,720,left,715,304,950,488
more_speed_joao_0277.jpg,1280,720,more_speed,47,422,338,665
startroadwork_video1_0150.jpg,1280,720,start_road_work,350,409,421,493
right_joao_0015.jpg,1280,720,right,262,320,470,551
startroadwork_video2_0192.jpg,1280,720,start_road_work,370,201,526,348
endroadwork_video1_0088.jpg,1280,720,end_road_work,266,303,435,468
stop_joao_0256.jpg,1280,720,stop,708,235,940,539
less_speed_joao_0117.jpg,1280,720,less_speed,747,420,947,667
right_mario_0054.jpg,1280,720,right,29,344,371,572
less_speed_carlos_0035.jpg,1280,720,less_speed,419,406,695,701
more_speed_mario_0056.jpg,1280,720,more_speed,176,341,391,562
right_mario_0022.jpg,1280,720,right,154,360,480,601
left_mario_0027.jpg,1280,720,left,654,304,914,506
stop_mario_0017.jpg,1280,720,stop,257,206,474,529
left_joao_0027.jpg,1280,720,left,881,357,1155,559
invert_joao_0051.jpg,1280,720,invert,233,330,379,645
startroadwork_video2_0097.jpg,1280,720,start_road_work,467,253,607,388
more_speed_joao_0339.jpg,1280,720,more_speed,799,403,1025,620
stop_mario_0013.jpg,1280,720,stop,270,196,482,519
stop_joao_0187.jpg,1280,720,stop,667,243,905,594
more_speed_carlos_0142.jpg,1280,720,more_speed,896,415,1216,686
more_speed_carlos_0038.jpg,1280,720,more_speed,468,324,746,631
more_speed_mario_0037.jpg,1280,720,more_speed,166,364,401,584
invert_joao_0010.jpg,1280,720,invert,176,355,368,656
more_speed_carlos_0013.jpg,1280,720,more_speed,428,383,762,626
endroadwork_video1_0050.jpg,1280,720,end_road_work,343,446,544,627
left_joao_0098.jpg,1280,720,left,871,378,1135,598
startroadwork_video1_0046.jpg,1280,720,start_road_work,365,553,477,665
less_speed_carlos_0040.jpg,1280,720,less_speed,432,508,683,711
startroadwork_video2_0115.jpg,1280,720,start_road_work,458,90,594,235
stop_joao_0046.jpg,1280,720,stop,189,353,475,688
endroadwork_video1_0086.jpg,1280,720,end_road_work,249,333,415,495
startroadwork_video2_0024.jpg,1280,720,start_road_work,406,439,562,595
more_speed_carlos_0018.jpg,1280,720,more_speed,463,328,747,583
startroadwork_video2_0063.jpg,1280,720,start_road_work,515,413,638,550
stop_mario_0024.jpg,1280,720,stop,236,194,452,519
stop_joao_0197.jpg,1280,720,stop,674,240,900,576
stop_mario_0026.jpg,1280,720,stop,250,219,453,513
more_speed_joao_0094.jpg,1280,720,more_speed,207,445,467,648
forward_joao_0142.jpg,1280,720,forward,753,218,912,425
stop_joao_0022.jpg,1280,720,stop,116,282,403,608
right_mario_0084.jpg,1280,720,right,2,330,297,600
less_speed_joao_0184.jpg,1280,720,less_speed,232,287,426,550
more_speed_carlos_0214.jpg,1280,720,more_speed,879,538,1177,720
endroadwork_video2_0058.jpg,1280,720,end_road_work,390,348,619,516
more_speed_carlos_0120.jpg,1280,720,more_speed,956,381,1280,656
right_carlos_0144.jpg,1280,720,right,2,262,255,509
more_speed_carlos_0170.jpg,1280,720,more_speed,1064,310,1280,610
endroadwork_video2_0043.jpg,1280,720,end_road_work,418,344,593,516
more_speed_carlos_0132.jpg,1280,720,more_speed,893,360,1238,654
left_carlos_0092.jpg,1280,720,left,833,301,1085,480
invert_mario_0040.jpg,1280,720,invert,218,620,452,720
more_speed_carlos_0028.jpg,1280,720,more_speed,475,309,730,605
endroadwork_video1_0055.jpg,1280,720,end_road_work,347,452,515,614
stop_joao_0254.jpg,1280,720,stop,725,234,929,548
startroadwork_video2_0112.jpg,1280,720,start_road_work,458,135,600,268
more_speed_joao_0155.jpg,1280,720,more_speed,745,376,974,621
endroadwork_video2_0033.jpg,1280,720,end_road_work,392,359,610,508
more_speed_carlos_0024.jpg,1280,720,more_speed,481,371,746,618
right_joao_0070.jpg,1280,720,right,46,415,327,614
more_speed_joao_0276.jpg,1280,720,more_speed,28,424,355,673
more_speed_joao_0264.jpg,1280,720,more_speed,67,419,344,657
less_speed_carlos_0072.jpg,1280,720,less_speed,836,390,1179,695
invert_joao_0048.jpg,1280,720,invert,272,330,473,624
stop_joao_0081.jpg,1280,720,stop,67,175,343,586
endroadwork_video1_0060.jpg,1280,720,end_road_work,318,439,448,566
invert_joao_0023.jpg,1280,720,invert,311,344,462,648
startroadwork_video1_0120.jpg,1280,720,start_road_work,555,353,653,448
left_joao_0082.jpg,1280,720,left,985,289,1262,491
startroadwork_video1_0337.jpg,1280,720,start_road_work,322,284,436,408
startroadwork_video1_0249.jpg,1280,720,start_road_work,323,412,458,538
stop_joao_0053.jpg,1280,720,stop,191,350,467,682
left_mario_0256.jpg,1280,720,left,729,331,1010,528
forward_joao_0088.jpg,1280,720,forward,325,287,532,641
stop_joao_0074.jpg,1280,720,stop,69,200,319,591
stop_joao_0059.jpg,1280,720,stop,198,341,446,676
more_speed_carlos_0037.jpg,1280,720,more_speed,467,299,743,623
invert_mario_0054.jpg,1280,720,invert,660,306,867,613
left_mario_0129.jpg,1280,720,left,695,375,960,555
left_joao_0135.jpg,1280,720,left,906,339,1162,554
stop_joao_0025.jpg,1280,720,stop,123,261,413,629
invert_joao_0055.jpg,1280,720,invert,278,391,423,699
startroadwork_video2_0014.jpg,1280,720,start_road_work,440,521,569,666
more_speed_mario_0103.jpg,1280,720,more_speed,623,352,850,583
startroadwork_video2_0075.jpg,1280,720,start_road_work,525,440,681,572
forward_joao_0104.jpg,1280,720,forward,240,315,486,673
left_carlos_0044.jpg,1280,720,left,767,245,922,473
less_speed_mario_0018.jpg,1280,720,less_speed,144,429,359,628
startroadwork_video1_0080.jpg,1280,720,start_road_work,369,470,446,541
invert_joao_0020.jpg,1280,720,invert,180,323,366,620
more_speed_carlos_0067.jpg,1280,720,more_speed,442,445,737,671
startroadwork_video1_0224.jpg,1280,720,start_road_work,312,404,468,543
right_joao_0016.jpg,1280,720,right,172,308,405,534
more_speed_joao_0248.jpg,1280,720,more_speed,78,368,365,595
invert_joao_0077.jpg,1280,720,invert,643,289,804,544
startroadwork_video2_0109.jpg,1280,720,start_road_work,460,203,604,331
more_speed_joao_0346.jpg,1280,720,more_speed,778,398,1014,620
stop_joao_0201.jpg,1280,720,stop,669,241,930,588
startroadwork_video2_0176.jpg,1280,720,start_road_work,435,143,611,317
right_carlos_0029.jpg,1280,720,right,16,333,323,556
invert_joao_0047.jpg,1280,720,invert,251,359,472,659
left_mario_0041.jpg,1280,720,left,722,309,951,481
more_speed_joao_0179.jpg,1280,720,more_speed,728,369,996,605
left_joao_0145.jpg,1280,720,left,945,298,1187,528
forward_joao_0083.jpg,1280,720,forward,393,254,562,451
left_mario_0028.jpg,1280,720,left,688,296,932,487
right_carlos_0030.jpg,1280,720,right,30,312,348,548
more_speed_mario_0084.jpg,1280,720,more_speed,636,343,832,532
more_speed_joao_0077.jpg,1280,720,more_speed,165,328,462,667
more_speed_joao_0171.jpg,1280,720,more_speed,728,394,975,606
endroadwork_video1_0076.jpg,1280,720,end_road_work,206,364,399,516
more_speed_carlos_0184.jpg,1280,720,more_speed,833,435,1197,691
more_speed_carlos_0125.jpg,1280,720,more_speed,880,361,1229,661
forward_joao_0136.jpg,1280,720,forward,785,255,1010,594
startroadwork_video2_0194.jpg,1280,720,start_road_work,367,193,537,337
startroadwork_video1_0071.jpg,1280,720,start_road_work,353,475,437,567
stop_carlos_0012.jpg,1280,720,stop,444,28,860,678
invert_mario_0058.jpg,1280,720,invert,684,318,874,612
invert_carlos_0068.jpg,1280,720,invert,973,320,1163,638
more_speed_carlos_0181.jpg,1280,720,more_speed,958,415,1280,676
right_joao_0065.jpg,1280,720,right,42,408,311,605
right_mario_0051.jpg,1280,720,right,21,349,357,576
invert_carlos_0026.jpg,1280,720,invert,592,456,739,720
invert_carlos_0023.jpg,1280,720,invert,638,368,799,701
less_speed_joao_0114.jpg,1280,720,less_speed,740,420,938,664
more_speed_joao_0258.jpg,1280,720,more_speed,82,371,348,623
less_speed_carlos_0076.jpg,1280,720,less_speed,824,408,1150,695
invert_joao_0050.jpg,1280,720,invert,246,322,395,639
stop_joao_0252.jpg,1280,720,stop,714,238,944,539
more_speed_mario_0058.jpg,1280,720,more_speed,169,388,389,561
startroadwork_video2_0131.jpg,1280,720,start_road_work,466,110,590,242
startroadwork_video2_0084.jpg,1280,720,start_road_work,517,341,650,476
invert_carlos_0066.jpg,1280,720,invert,1003,328,1184,657
endroadwork_video1_0059.jpg,1280,720,end_road_work,344,441,455,581
startroadwork_video1_0219.jpg,1280,720,start_road_work,331,405,488,570
endroadwork_video2_0005.jpg,1280,720,end_road_work,447,370,609,565
startroadwork_video1_0077.jpg,1280,720,start_road_work,368,478,455,562
more_speed_carlos_0014.jpg,1280,720,more_speed,452,348,748,597
right_mario_0107.jpg,1280,720,right,9,301,327,573
stop_joao_0027.jpg,1280,720,stop,126,284,405,640
more_speed_mario_0075.jpg,1280,720,more_speed,630,349,841,560
less_speed_joao_0180.jpg,1280,720,less_speed,192,298,407,557
startroadwork_video1_0099.jpg,1280,720,start_road_work,413,314,489,404
invert_carlos_0064.jpg,1280,720,invert,1076,285,1247,621
stop_joao_0128.jpg,1280,720,stop,87,241,331,586
more_speed_carlos_0121.jpg,1280,720,more_speed,930,377,1251,657
more_speed_joao_0072.jpg,1280,720,more_speed,198,432,449,672
startroadwork_video2_0018.jpg,1280,720,start_road_work,430,515,577,633
forward_joao_0049.jpg,1280,720,forward,380,254,570,535
endroadwork_video1_0075.jpg,1280,720,end_road_work,211,364,398,517
stop_mario_0014.jpg,1280,720,stop,275,203,473,500
stop_mario_0137.jpg,1280,720,stop,719,220,884,515
more_speed_joao_0246.jpg,1280,720,more_speed,72,392,405,639
startroadwork_video1_0237.jpg,1280,720,start_road_work,342,405,485,562
startroadwork_video1_0137.jpg,1280,720,start_road_work,372,389,454,464
endroadwork_video2_0038.jpg,1280,720,end_road_work,399,349,592,518
more_speed_joao_0081.jpg,1280,720,more_speed,182,360,475,660
startroadwork_video2_0171.jpg,1280,720,start_road_work,447,132,609,288
left_mario_0178.jpg,1280,720,left,724,366,977,557
forward_carlos_0178.jpg,1280,720,forward,390,341,639,720
more_speed_joao_0344.jpg,1280,720,more_speed,779,399,1028,609
right_carlos_0193.jpg,1280,720,right,2,290,267,540
forward_joao_0074.jpg,1280,720,forward,173,408,465,720
more_speed_joao_0143.jpg,1280,720,more_speed,746,376,987,638
stop_joao_0195.jpg,1280,720,stop,668,238,907,576
stop_joao_0136.jpg,1280,720,stop,39,157,323,555
more_speed_carlos_0083.jpg,1280,720,more_speed,449,453,726,696
startroadwork_video1_0070.jpg,1280,720,start_road_work,366,499,429,564
invert_mario_0052.jpg,1280,720,invert,666,315,865,599
stop_joao_0193.jpg,1280,720,stop,658,224,912,567
endroadwork_video1_0042.jpg,1280,720,end_road_work,328,475,524,637
invert_joao_0017.jpg,1280,720,invert,229,308,431,597
more_speed_carlos_0021.jpg,1280,720,more_speed,481,366,750,624
endroadwork_video1_0041.jpg,1280,720,end_road_work,343,479,551,637
right_carlos_0078.jpg,1280,720,right,84,174,362,459
startroadwork_video1_0227.jpg,1280,720,start_road_work,319,401,485,567
more_speed_joao_0168.jpg,1280,720,more_speed,756,398,976,634
startroadwork_video1_0246.jpg,1280,720,start_road_work,324,420,454,543
stop_mario_0136.jpg,1280,720,stop,712,210,874,507
startroadwork_video1_0157.jpg,1280,720,start_road_work,373,437,451,529
stop_mario_0106.jpg,1280,720,stop,663,210,887,519
more_speed_carlos_0079.jpg,1280,720,more_speed,468,446,727,682
forward_joao_0116.jpg,1280,720,forward,376,275,567,517
left_carlos_0054.jpg,1280,720,left,961,338,1208,581
more_speed_carlos_0031.jpg,1280,720,more_speed,483,359,742,619
invert_carlos_0060.jpg,1280,720,invert,915,420,1158,688
left_joao_0146.jpg,1280,720,left,939,344,1211,547
endroadwork_video1_0085.jpg,1280,720,end_road_work,248,350,403,501
endroadwork_video1_0047.jpg,1280,720,end_road_work,346,448,523,612
forward_joao_0143.jpg,1280,720,forward,753,213,930,435
startroadwork_video2_0077.jpg,1280,720,start_road_work,541,412,668,575
startroadwork_video2_0174.jpg,1280,720,start_road_work,447,141,599,324
endroadwork_video1_0100.jpg,1280,720,end_road_work,307,283,501,458
right_mario_0048.jpg,1280,720,right,19,351,362,592
right_mario_0019.jpg,1280,720,right,177,337,488,571
left_joao_0155.jpg,1280,720,left,934,369,1193,548
right_joao_0062.jpg,1280,720,right,203,350,391,582
endroadwork_video1_0064.jpg,1280,720,end_road_work,303,444,433,581
left_mario_0177.jpg,1280,720,left,726,411,984,653
forward_joao_0047.jpg,1280,720,forward,302,297,551,636
startroadwork_video2_0064.jpg,1280,720,start_road_work,514,415,636,548
left_mario_0026.jpg,1280,720,left,666,295,931,519
less_speed_carlos_0078.jpg,1280,720,less_speed,824,471,1124,693
less_speed_joao_0060.jpg,1280,720,less_speed,232,348,455,591
left_mario_0187.jpg,1280,720,left,719,280,991,495
invert_mario_0065.jpg,1280,720,invert,714,308,918,614
left_carlos_0021.jpg,1280,720,left,837,286,1038,537
startroadwork_video2_0163.jpg,1280,720,start_road_work,436,159,605,273
startroadwork_video2_0186.jpg,1280,720,start_road_work,355,186,557,316
left_mario_0031.jpg,1280,720,left,706,303,951,499
less_speed_carlos_0013.jpg,1280,720,less_speed,434,393,711,651
more_speed_carlos_0216.jpg,1280,720,more_speed,877,411,1197,654
stop_mario_0019.jpg,1280,720,stop,255,198,456,538
invert_joao_0045.jpg,1280,720,invert,192,423,371,720
left_carlos_0020.jpg,1280,720,left,880,317,1101,538
forward_joao_0022.jpg,1280,720,forward,202,399,498,720
startroadwork_video2_0008.jpg,1280,720,start_road_work,432,548,564,666
left_carlos_0089.jpg,1280,720,left,677,207,855,424
less_speed_carlos_0031.jpg,1280,720,less_speed,396,481,688,697
less_speed_mario_0053.jpg,1280,720,less_speed,612,347,815,491
invert_mario_0013.jpg,1280,720,invert,287,446,495,720
stop_mario_0059.jpg,1280,720,stop,227,225,445,547
right_carlos_0028.jpg,1280,720,right,8,345,342,579
right_mario_0087.jpg,1280,720,right,2,347,312,595
endroadwork_video1_0105.jpg,1280,720,end_road_work,355,242,541,441
left_joao_0042.jpg,1280,720,left,918,352,1173,561
startroadwork_video2_0051.jpg,1280,720,start_road_work,505,418,627,549
more_speed_carlos_0069.jpg,1280,720,more_speed,439,446,728,668
more_speed_joao_0342.jpg,1280,720,more_speed,795,399,1037,615
less_speed_mario_0034.jpg,1280,720,less_speed,169,390,379,566
right_carlos_0024.jpg,1280,720,right,16,327,329,580
stop_joao_0143.jpg,1280,720,stop,67,203,349,577
more_speed_joao_0097.jpg,1280,720,more_speed,217,414,463,654
endroadwork_video1_0063.jpg,1280,720,end_road_work,308,437,437,579
left_mario_0124.jpg,1280,720,left,722,338,960,529
endroadwork_video1_0120.jpg,1280,720,end_road_work,347,256,469,428
invert_mario_0050.jpg,1280,720,invert,664,320,872,615
left_joao_0078.jpg,1280,720,left,901,336,1233,543
more_speed_joao_0247.jpg,1280,720,more_speed,75,360,367,608
more_speed_joao_0092.jpg,1280,720,more_speed,213,442,457,655
left_joao_0097.jpg,1280,720,left,909,336,1179,540
right_carlos_0191.jpg,1280,720,right,127,181,356,475
left_joao_0099.jpg,1280,720,left,862,381,1154,592
less_speed_carlos_0068.jpg,1280,720,less_speed,932,419,1279,689
startroadwork_video2_0162.jpg,1280,720,start_road_work,432,155,594,288
startroadwork_video1_0067.jpg,1280,720,start_road_work,357,490,447,587
left_mario_0207.jpg,1280,720,left,727,368,975,536
more_speed_mario_0059.jpg,1280,720,more_speed,173,375,386,551
forward_joao_0025.jpg,1280,720,forward,292,283,545,662
right_mario_0076.jpg,1280,720,right,2,306,285,561
right_mario_0089.jpg,1280,720,right,109,379,382,612
startroadwork_video2_0130.jpg,1280,720,start_road_work,464,112,599,239
more_speed_carlos_0077.jpg,1280,720,more_speed,453,403,727,686
startroadwork_video1_0048.jpg,1280,720,start_road_work,369,568,473,672
right_mario_0110.jpg,1280,720,right,2,317,348,578
startroadwork_video2_0095.jpg,1280,720,start_road_work,459,245,602,384
startroadwork_video1_0084.jpg,1280,720,start_road_work,381,444,445,518
forward_joao_0113.jpg,1280,720,forward,395,251,565,452
more_speed_mario_0082.jpg,1280,720,more_speed,641,324,813,528
startroadwork_video2_0029.jpg,1280,720,start_road_work,415,428,569,579
more_speed_carlos_0218.jpg,1280,720,more_speed,881,358,1219,652
invert_joao_0078.jpg,1280,720,invert,655,300,827,601
startroadwork_video2_0023.jpg,1280,720,start_road_work,406,457,569,611
startroadwork_video1_0074.jpg,1280,720,start_road_work,363,478,432,557
startroadwork_video1_0108.jpg,1280,720,start_road_work,463,323,547,428
more_speed_carlos_0012.jpg,1280,720,more_speed,457,433,755,657
invert_joao_0100.jpg,1280,720,invert,606,384,867,638
endroadwork_video1_0066.jpg,1280,720,end_road_work,303,448,436,578
stop_carlos_0060.jpg,1280,720,stop,856,96,1222,705
endroadwork_video2_0050.jpg,1280,720,end_road_work,421,348,605,512
startroadwork_video2_0092.jpg,1280,720,start_road_work,454,243,603,386
left_mario_0106.jpg,1280,720,left,744,336,947,517
more_speed_joao_0090.jpg,1280,720,more_speed,213,432,455,663
forward_carlos_0182.jpg,1280,720,forward,398,333,633,709
endroadwork_video2_0026.jpg,1280,720,end_road_work,424,348,597,515
endroadwork_video2_0020.jpg,1280,720,end_road_work,449,360,577,515
invert_joao_0012.jpg,1280,720,invert,192,316,355,668
more_speed_carlos_0036.jpg,1280,720,more_speed,467,312,733,607
more_speed_carlos_0130.jpg,1280,720,more_speed,896,401,1237,671
startroadwork_video2_0141.jpg,1280,720,start_road_work,436,129,598,280
right_carlos_0027.jpg,1280,720,right,10,356,338,583
right_joao_0019.jpg,1280,720,right,3,395,254,611
left_mario_0258.jpg,1280,720,left,737,308,1015,517
left_joao_0141.jpg,1280,720,left,929,273,1191,532
startroadwork_video2_0031.jpg,1280,720,start_road_work,427,440,591,588
startroadwork_video1_0075.jpg,1280,720,start_road_work,369,477,441,553
more_speed_mario_0080.jpg,1280,720,more_speed,638,318,833,530
endroadwork_video1_0028.jpg,1280,720,end_road_work,345,506,510,688
less_speed_carlos_0034.jpg,1280,720,less_speed,401,409,698,694
more_speed_mario_0052.jpg,1280,720,more_speed,174,346,384,548
less_speed_joao_0062.jpg,1280,720,less_speed,240,350,441,624
less_speed_mario_0055.jpg,1280,720,less_speed,597,372,808,574
left_mario_0025.jpg,1280,720,left,631,300,872,534
more_speed_mario_0076.jpg,1280,720,more_speed,626,338,839,548
left_carlos_0015.jpg,1280,720,left,928,342,1196,571
invert_joao_0046.jpg,1280,720,invert,254,403,436,720
invert_joao_0098.jpg,1280,720,invert,761,427,989,690
more_speed_mario_0109.jpg,1280,720,more_speed,632,376,835,593
left_joao_0197.jpg,1280,720,left,929,326,1195,488
stop_joao_0016.jpg,1280,720,stop,146,360,413,690
forward_joao_0103.jpg,1280,720,forward,212,335,484,688
startroadwork_video1_0319.jpg,1280,720,start_road_work,234,366,401,497
startroadwork_video2_0136.jpg,1280,720,start_road_work,439,128,577,270
left_mario_0179.jpg,1280,720,left,714,369,977,587
less_speed_mario_0071.jpg,1280,720,less_speed,588,399,773,584
more_speed_carlos_0192.jpg,1280,720,more_speed,847,408,1203,691
invert_carlos_0040.jpg,1280,720,invert,582,440,762,703
more_speed_joao_0201.jpg,1280,720,more_speed,754,417,973,625
less_speed_joao_0055.jpg,1280,720,less_speed,169,347,426,603
more_speed_joao_0096.jpg,1280,720,more_speed,218,439,451,666
startroadwork_video2_0101.jpg,1280,720,start_road_work,468,258,600,381
startroadwork_video2_0170.jpg,1280,720,start_road_work,413,145,619,298
stop_carlos_0037.jpg,1280,720,stop,497,129,820,672
right_joao_0040.jpg,1280,720,right,279,340,495,576
stop_carlos_0009.jpg,1280,720,stop,492,132,918,720
left_carlos_0061.jpg,1280,720,left,742,317,940,585
more_speed_carlos_0128.jpg,1280,720,more_speed,893,403,1240,677
right_carlos_0088.jpg,1280,720,right,176,224,413,520
more_speed_joao_0260.jpg,1280,720,more_speed,75,392,339,643
invert_carlos_0062.jpg,1280,720,invert,940,323,1147,623
forward_carlos_0179.jpg,1280,720,forward,390,354,639,718
less_speed_carlos_0019.jpg,1280,720,less_speed,456,447,707,678
startroadwork_video2_0125.jpg,1280,720,start_road_work,452,97,587,217
more_speed_mario_0035.jpg,1280,720,more_speed,168,319,385,530
left_joao_0025.jpg,1280,720,left,832,373,1087,596
invert_mario_0015.jpg,1280,720,invert,343,314,542,618
invert_joao_0054.jpg,1280,720,invert,278,388,444,683
startroadwork_video2_0012.jpg,1280,720,start_road_work,430,534,568,672
more_speed_carlos_0193.jpg,1280,720,more_speed,846,403,1177,693
startroadwork_video2_0167.jpg,1280,720,start_road_work,443,146,603,287
startroadwork_video2_0153.jpg,1280,720,start_road_work,426,147,610,295
left_mario_0052.jpg,1280,720,left,706,316,966,490
endroadwork_video1_0098.jpg,1280,720,end_road_work,321,273,485,453
more_speed_joao_0140.jpg,1280,720,more_speed,730,427,1016,663
forward_carlos_0185.jpg,1280,720,forward,457,325,668,647
left_carlos_0013.jpg,1280,720,left,918,313,1156,524
endroadwork_video2_0047.jpg,1280,720,end_road_work,412,347,565,528
more_speed_carlos_0219.jpg,1280,720,more_speed,878,374,1223,651
left_mario_0033.jpg,1280,720,left,723,315,973,477
startroadwork_video1_0212.jpg,1280,720,start_road_work,340,408,498,568
more_speed_carlos_0022.jpg,1280,720,more_speed,473,365,756,608
startroadwork_video1_0051.jpg,1280,720,start_road_work,373,581,469,666
endroadwork_video1_0118.jpg,1280,720,end_road_work,313,250,492,409
left_joao_0138.jpg,1280,720,left,905,287,1189,510
left_joao_0194.jpg,1280,720,left,900,341,1172,551
stop_mario_0102.jpg,1280,720,stop,677,209,870,522
more_speed_mario_0061.jpg,1280,720,more_speed,183,410,394,588
left_mario_0112.jpg,1280,720,left,720,328,966,532
more_speed_joao_0255.jpg,1280,720,more_speed,87,382,361,608
startroadwork_video2_0178.jpg,1280,720,start_road_work,437,159,568,294
startroadwork_video2_0122.jpg,1280,720,start_road_work,440,85,599,230
left_joao_0036.jpg,1280,720,left,915,370,1194,539
invert_joao_0074.jpg,1280,720,invert,525,371,794,601
startroadwork_video2_0056.jpg,1280,720,start_road_work,508,425,633,546
endroadwork_video2_0048.jpg,1280,720,end_road_work,416,347,595,510
invert_mario_0057.jpg,1280,720,invert,666,291,867,605
invert_carlos_0018.jpg,1280,720,invert,570,322,763,624
invert_joao_0011.jpg,1280,720,invert,173,324,363,645
left_joao_0209.jpg,1280,720,left,941,361,1208,505
more_speed_joao_0061.jpg,1280,720,more_speed,171,399,451,655
right_carlos_0032.jpg,1280,720,right,95,246,391,532
left_carlos_0018.jpg,1280,720,left,904,343,1165,548
less_speed_carlos_0016.jpg,1280,720,less_speed,470,457,725,676
more_speed_joao_0272.jpg,1280,720,more_speed,10,377,367,676
startroadwork_video1_0089.jpg,1280,720,start_road_work,379,372,450,458
forward_joao_0023.jpg,1280,720,forward,210,370,488,717
less_speed_joao_0048.jpg,1280,720,less_speed,171,362,443,650
stop_joao_0145.jpg,1280,720,stop,55,202,354,602
startroadwork_video2_0199.jpg,1280,720,start_road_work,362,205,539,367
invert_mario_0049.jpg,1280,720,invert,656,332,867,606
startroadwork_video2_0080.jpg,1280,720,start_road_work,536,407,665,558
less_speed_joao_0190.jpg,1280,720,less_speed,207,286,446,629
startroadwork_video2_0124.jpg,1280,720,start_road_work,454,79,611,215
